Filename,MFDMA,Symmetry_X,Symmetry_Y,Amp_Mean,Amp_Variance,Amp_Skewness,Amp_Kurtosis,msgggf_1,msgggf_2,msgggf_3,msgggf_4,msgef_1,msgef_2
0164MR0008850160201605I01_DRCL.JPG,129.7776,14.798662,14.787941,129.7776,282.66327,0.079507977,1.7967362,0.785858154,0.429733276,0.066299438,0.429733276,0.387029546,0.387334804
0051MR0002310410102896E01_DRCL.JPG,133.85158,14.288562,14.300741,133.85158,210.19835,-0.589616001,3.3231769,0.312271118,0.063598633,0.005737305,0.063598633,0.325691973,0.326008989
0019MR0000590100100164I01_DRCL.JPG,126.15487,14.953508,14.378627,126.15487,266.37122,0.063172132,3.6508818,0.822067261,0.467086792,0.071960449,0.467086792,0.386278009,0.386536087
0017ML0000500100100223I01_DRCL.JPG,123.83803,14.521619,14.082019,123.83803,269.93268,0.396937549,3.9749384,0.356689453,0.074829102,0.006454468,0.074829102,0.330633482,0.331225461
0019ML0000540640100345I01_DRCL.JPG,105.0435,13.140862,13.546957,105.0435,461.9668,0.040275749,0.39063287,0.8409729,0.493377686,0.078720093,0.493377686,0.393690264,0.394033111
0066ML0002960200102463E01_DRCL.JPG,128.36156,13.851669,13.80308,128.36156,280.6103,0.235857874,2.589231,0.351806641,0.074234009,0.005935669,0.074234009,0.337658132,0.338178333
0585MH0002970020202766I01_DRCL.JPG,125.03789,13.853106,13.628857,125.03789,266.74063,0.062204048,2.3279848,0.834075928,0.484924316,0.07635498,0.484924316,0.389131469,0.389314455
0153MR0008480110201283I01_DRCL.JPG,124.30984,13.755383,14.1475525,124.30984,287.904,0.354173809,2.9997401,0.367507935,0.077011108,0.006576538,0.077011108,0.328352883,0.32927292
0077MR0005750590103834E01_DRCL.JPG,127.581955,13.841163,13.715699,127.581955,283.73877,0.167801797,2.913086,0.804122925,0.448699951,0.070465088,0.448699951,0.384421835,0.384468901
0055ML0002540090102276E01_DRCL.JPG,129.95639,14.322374,14.163504,129.95639,198.81595,-0.305594563,2.9065194,0.363067627,0.082138062,0.00730896,0.082138062,0.331690608,0.333117853
0229MR0005400000202927E01_DRCL.JPG,139.98477,13.595925,13.449581,139.98477,325.33124,0.14536272,1.9029765,0.797866821,0.436416626,0.065078735,0.436416626,0.385527794,0.385758321
0017MR0000550130100135C00_DRCL.JPG,137.37985,14.759907,13.685476,137.37985,202.35028,-0.375480264,3.4201856,0.337783813,0.075302124,0.005996704,0.075302124,0.333291218,0.334393549
0503MH0003070010200574I01_DRCL.JPG,125.85193,14.704624,13.81631,125.85193,337.69843,0.468297094,1.7377429,0.760223389,0.401580811,0.05921936,0.401580811,0.382904356,0.383058047
0019ML0000540180100299C00_DRCL.JPG,99.96478,14.186066,14.731917,99.96478,329.6228,0.456977785,3.5042744,0.267501831,0.053787231,0.004837036,0.053787231,0.326329423,0.327518012
0064MR0002850560103234E01_DRCL.JPG,133.00989,14.305988,14.273433,133.00989,220.7106,-0.394312412,3.576652,0.779083252,0.408599854,0.056060791,0.408599854,0.384719413,0.385009127
0153MR0008470090201251I01_DRCL.JPG,128.51544,14.274843,14.864325,128.51544,307.86023,0.013564164,1.8896747,0.273376465,0.051864624,0.00491333,0.051864624,0.32337455,0.324882015
0585MH0002970020202909I01_DRCL.JPG,132.32477,13.538658,13.372296,132.32477,281.22443,0.195262954,1.6582994,0.75994873,0.379638672,0.05241394,0.379638672,0.383877716,0.38412519
0155MR0008520050201310E01_DRCL.JPG,119.37127,13.609076,13.567589,119.37127,255.51569,0.019620249,3.3161411,0.236068726,0.044631958,0.004592896,0.044631958,0.322918049,0.324088175
0158MR0008590060201343D01_DRCL.JPG,134.27722,14.960073,14.895937,134.27722,268.9828,0.086213306,2.1154242,0.700210571,0.311676025,0.036483765,0.311676025,0.380193668,0.380636498
0229MR0009820000202923I01_DRCL.JPG,134.8248,16.611502,16.451523,134.8248,384.7218,0.375089735,1.0070953,0.159194946,0.031311035,0.003707886,0.031311035,0.315976572,0.316393681
0003ML0000000840100104I01_DRCL.JPG,114.77666,13.800802,14.544939,114.77666,251.58455,0.01905736,3.000741,0.688430786,0.28968811,0.034454346,0.28968811,0.379673475,0.380011746
0003ML0000000230100043I01_DRCL.JPG,93.88502,13.965036,14.313799,93.88502,342.45493,0.76763159,4.2095838,0.16178894,0.031509399,0.003311157,0.031509399,0.314659767,0.315447815
0051MR0002310790102934E01_DRCL.JPG,128.9556,14.061567,14.44988,128.9556,217.22691,-0.46740368,3.5451784,0.63142395,0.238449097,0.027236938,0.238449097,0.384620266,0.384693576
0045MR0002080450102627E01_DRCL.JPG,111.7087,14.316359,15.288367,111.7087,306.81445,0.223506361,2.5218425,0.134338379,0.024078369,0.003051758,0.024078369,0.315323249,0.315480204
0270MH0002540050102790E01_DRCL.JPG,119.76677,13.722781,13.265399,119.76677,351.96692,0.611517131,2.7972012,0.604263306,0.222259521,0.024490356,0.222259521,0.386802168,0.38704465
0019MR0000540580100228C00_DRCL.JPG,124.7455,14.579255,13.34747,124.7455,256.13345,0.36608541,4.464196,0.109466553,0.018920898,0.002609253,0.018920898,0.313267408,0.313885914
0017MR0000510060100112C00_DRCL.JPG,139.04846,15.019587,14.462778,139.04846,220.09918,-0.46831724,3.009665,0.572525024,0.21043396,0.022796631,0.21043396,0.384418666,0.385134839
0051ML0002320200102198E01_DRCL.JPG,126.55825,13.427415,13.412811,126.55825,167.0209,-0.441369236,4.767979,0.108276367,0.018463135,0.002609253,0.018463135,0.310688743,0.310734115
0017ML0000550000100263I01_DRCL.JPG,117.051285,13.85754,13.503587,117.051285,313.39746,0.67549777,4.7033834,0.568161011,0.203018188,0.021530151,0.203018188,0.388184282,0.38864018
0019ML0000540170100298I01_DRCL.JPG,82.28552,12.98419,14.240732,82.28552,506.47906,0.722657144,1.7707481,0.099334717,0.019210815,0.002258301,0.019210815,0.311986159,0.312251966
0066MR0002930290103307E01_DRCL.JPG,134.05017,13.798701,13.944607,134.05017,197.89984,-0.55088383,3.5332465,0.595550537,0.216110229,0.022567749,0.216110229,0.388619208,0.388753194
0270MH0002530050102841I01_DRCL.JPG,108.885284,13.434531,13.469336,108.885284,503.26184,0.600157082,1.7260494,0.096038818,0.017990112,0.002288818,0.017990112,0.310160791,0.310508956
0523MH0003060020201054I01_DRCL.JPG,134.91891,14.334805,14.300514,134.91891,322.09747,0.142650828,1.2281165,0.630187988,0.242828369,0.027862549,0.242828369,0.384223015,0.384866272
0182MH0001500050102654E01_DRCL.JPG,115.77476,14.20458,14.587235,115.77476,512.85474,0.774402082,1.7676239,0.119338989,0.021606445,0.0027771,0.021606445,0.310810305,0.310912155
0017ML0000510050100252C00_DRCL.JPG,130.38997,14.434162,13.774431,130.38997,240.80418,0.166243792,4.409052,0.665588379,0.282592773,0.034851074,0.282592773,0.385309009,0.385621816
0066MR0002930450103322E01_DRCL.JPG,138.9963,14.099136,14.31065,138.9963,222.56195,-0.559643686,3.1982374,0.142623901,0.023101807,0.002914429,0.023101807,0.316768305,0.3171201
0066ML0002960190102462E01_DRCL.JPG,129.7356,14.384568,14.462209,129.7356,298.66916,0.16958873,2.4087067,0.684890747,0.316955566,0.040725708,0.316955566,0.383735211,0.383879621
0044MR0002011080102487E01_DRCL.JPG,118.94468,14.248375,14.258476,118.94468,193.33066,-0.451454461,4.6089883,0.169525146,0.030288696,0.003570557,0.030288696,0.315928954,0.316527199
0037MR0001570040100896E01_DRCL.JPG,125.7672,13.578297,13.583185,125.7672,185.7922,-0.371893078,4.0383277,0.699417114,0.333526611,0.045730591,0.333526611,0.382875934,0.383249155
0067MR0004840460103432E01_DRCL.JPG,140.5928,14.061806,13.87521,140.5928,188.44281,-0.605534315,2.673555,0.189865112,0.036834717,0.004333496,0.036834717,0.320720623,0.321397977
0038MR0001720060101207E01_DRCL.JPG,103.67484,13.480419,13.895046,103.67484,213.53242,0.120945677,5.9331236,0.662994385,0.290405273,0.035964966,0.290405273,0.382366316,0.382479008
0013ML0000120110100180D01_DRCL.JPG,130.3877,13.975752,13.819108,130.3877,221.56683,-0.258291483,3.16496,0.15133667,0.02885437,0.003372192,0.02885437,0.307377978,0.309518144
0017ML0000500170100230B00_DRCL.JPG,133.84494,14.26607,13.849693,133.84494,213.90666,0.04537813,4.4783607,0.698394775,0.323348999,0.042510986,0.323348999,0.374116597,0.37448104
0229MR0009810000202922I01_DRCL.JPG,135.28287,14.086623,14.0352,135.28287,403.3257,0.207992643,0.89420867,0.192565918,0.035522461,0.004501343,0.035522461,0.312993127,0.313805275
0042MR0001940430102258E01_DRCL.JPG,112.66892,13.263878,13.364759,112.66892,221.85501,0.052490462,3.602306,0.721588135,0.348327637,0.04826355,0.348327637,0.373747769,0.374063904
0584MH0003620020202327I01_DRCL.JPG,125.43589,14.357066,14.7756195,125.43589,395.0329,0.515173197,2.0780602,0.211776733,0.040496826,0.00352478,0.040496826,0.307018619,0.308065966
0153ML0008480170104475I01_DRCL.JPG,114.41997,13.514619,14.023735,114.41997,450.31494,0.174787551,0.8651805,0.745788574,0.382766724,0.05418396,0.382766724,0.375554234,0.376026412
0869MH0002770020302256I01_DRCL.JPG,130.53926,14.147766,14.000085,130.53926,322.3356,0.152246162,1.6717691,0.232803345,0.042617798,0.003814697,0.042617798,0.311194425,0.312031198
0292MH0002800030103512I01_DRCL.JPG,114.23764,13.916807,13.575197,114.23764,421.41116,0.764157176,2.4253597,0.759643555,0.391830444,0.058761597,0.391830444,0.369599445,0.369814447
0180MH0001490020102536E01_DRCL.JPG,127.3943,13.781334,13.996262,127.3943,318.55157,0.427967459,2.9822316,0.353515625,0.092056274,0.009155273,0.092056274,0.307901144,0.308424218
0605MH0003060020203276I01_DRCL.JPG,128.41568,14.327172,14.243685,128.41568,241.12859,0.134160906,2.617992,0.784194946,0.399902344,0.054550171,0.399902344,0.388381255,0.388948747
0078MR0005860280103946E01_DRCL.JPG,140.02997,13.540573,13.825078,140.02997,221.86075,-0.269181043,2.6843462,0.266845703,0.0496521,0.004638672,0.0496521,0.329566832,0.329595479
0019MR0000540360100206C00_DRCL.JPG,122.06979,13.825071,13.434673,122.06979,281.56647,0.649588346,3.9198399,0.75289917,0.357833862,0.044799805,0.357833862,0.387467777,0.388161458
0019MR0000540050100175I01_DRCL.JPG,112.089935,12.286329,14.135082,112.089935,432.00513,0.616433263,2.591745,0.217544556,0.034896851,0.003204346,0.034896851,0.320789213,0.32088443
0019MR0000540790100249I01_DRCL.JPG,119.88191,14.196303,14.099733,119.88191,298.4761,0.442006856,3.865202,0.726882935,0.323486328,0.038452148,0.323486328,0.385825236,0.38616149
0584MH0003630020202401I01_DRCL.JPG,124.19073,15.102442,14.925608,124.19073,293.11966,-0.215251356,1.9171715,0.184814453,0.027160645,0.002929688,0.027160645,0.316977328,0.317083221
0019MR0000530050100143C00_DRCL.JPG,137.0952,15.108084,13.95879,137.0952,208.59525,-0.209614515,3.058763,0.700408936,0.292663574,0.033660889,0.292663574,0.381046996,0.381619974
0049ML0002230010102131E01_DRCL.JPG,106.98241,13.851088,14.202421,106.98241,251.94328,0.230823338,4.12328,0.158203125,0.022277832,0.002441406,0.022277832,0.31502016,0.315080713
0019ML0000540730100354I01_DRCL.JPG,103.1772,13.333154,14.201323,103.1772,460.80267,0.039856531,0.45756364,0.702438354,0.294509888,0.033691406,0.294509888,0.382521647,0.383220584
0270MH0002540020102780I01_DRCL.JPG,123.45737,13.95845,13.92873,123.45737,342.47665,0.467580527,2.7305627,0.175811768,0.024719238,0.002304077,0.024719238,0.316607038,0.316749289
0153MR0008480280201300E01_DRCL.JPG,131.32008,14.930784,14.713605,131.32008,250.026,-0.254470468,2.3362403,0.708465576,0.297088623,0.033828735,0.297088623,0.38235508,0.38293043
0017MR0000500290100101C00_DRCL.JPG,142.79999,14.169817,13.71617,142.79999,196.51538,-0.48259905,2.9682941,0.1822052,0.025756836,0.002655029,0.025756836,0.319176521,0.319379338
0003ML0000001180100138I01_DRCL.JPG,127.585495,15.450808,15.490318,127.585495,223.30435,-0.48118481,3.061358,0.69569397,0.290359497,0.033355713,0.290359497,0.3807403,0.381242837
0180ML0006480000105259E01_DRCL.JPG,136.10568,14.290886,13.782899,136.10568,308.1287,0.268795341,2.804473,0.172286987,0.0287323,0.003463745,0.0287323,0.3113049,0.311335845
0078MR0005760010103836E01_DRCL.JPG,138.0944,13.302919,13.548235,138.0944,236.1878,-0.051904626,2.9839144,0.767242432,0.372817993,0.048873901,0.372817993,0.376466389,0.376617514
0053ML0002440140102234E01_DRCL.JPG,113.24923,13.892632,14.115914,113.24923,198.59373,-0.344499022,4.7068205,0.288955688,0.062698364,0.006210327,0.062698364,0.315463564,0.315603146
0229ML0010710000106076E01_DRCL.JPG,136.7343,13.643599,13.782389,136.7343,336.54156,0.295341104,2.1873374,0.747909546,0.370315552,0.052841187,0.370315552,0.375367837,0.375828955
0182MH0001500020102644I01_DRCL.JPG,120.764305,14.5650835,14.893644,120.764305,404.75397,0.596597075,2.608306,0.321502686,0.080352783,0.007553101,0.080352783,0.313090268,0.313164122
0054MR0002480090103042E01_DRCL.JPG,131.09938,14.321399,14.470694,131.09938,212.91125,-0.395391881,2.7389703,0.671676636,0.305831909,0.04006958,0.305831909,0.370444841,0.370872843
0042MR0001940840102299E01_DRCL.JPG,119.2392,14.129412,13.798077,119.2392,194.61469,-0.45540002,4.23807,0.280654907,0.078460693,0.007858276,0.078460693,0.309585562,0.309752132
0013ML0000120130100182I01_DRCL.JPG,107.08416,13.887984,13.778669,107.08416,554.8114,0.199772015,0.45957637,0.658996582,0.301391602,0.041168213,0.301391602,0.37002049,0.370547134
0017MR0000500070100079I01_DRCL.JPG,130.17206,14.957995,14.120513,130.17206,248.88045,-0.022191085,2.7359853,0.287460327,0.08366394,0.009094238,0.08366394,0.299626355,0.299704541
0042MR0001940140102229E01_DRCL.JPG,98.72079,13.512056,14.202135,98.72079,284.93036,0.45586592,4.7320237,0.633804321,0.279464722,0.036972046,0.279464722,0.373793377,0.374386438
0270MH0002530020102836C00_DRCL.JPG,128.8501,13.908146,13.944583,128.8501,253.58957,0.360492855,4.0632596,0.22769165,0.058486938,0.006774902,0.058486938,0.306542402,0.30683005
0270MH0002530050102762I01_DRCL.JPG,112.184456,14.324363,14.154594,112.184456,364.3794,0.472460777,3.0337143,0.658782959,0.272521973,0.034255981,0.272521973,0.378064644,0.378673354
0696MH0003630000204105I01_DRCL.JPG,95.81506,13.530848,14.099449,95.81506,659.10645,0.392312467,0.28000546,0.190536499,0.04737854,0.005325317,0.04737854,0.308026857,0.308248397
0279MH0002690070103063I01_DRCL.JPG,97.5269,13.449663,13.98714,97.5269,560.4076,0.908389449,2.5196419,0.73828125,0.361877441,0.050796509,0.361877441,0.375860929,0.376229584
0585MH0002970020202754I01_DRCL.JPG,130.52939,14.455297,13.9788475,130.52939,283.68103,-0.10256391,1.9556274,0.279983521,0.061340332,0.006698608,0.061340332,0.31027571,0.310492432
0049MR0002240010102736E01_DRCL.JPG,115.8935,13.664258,13.684057,115.8935,208.43774,-0.31339404,4.6267304,0.798110962,0.424880981,0.062088013,0.424880981,0.380224073,0.380615546
0159MR0008640000201355E01_DRCL.JPG,136.82281,14.351662,14.689014,136.82281,261.98752,-0.104764342,1.901031,0.331329346,0.069625854,0.006164551,0.069625854,0.320067935,0.320217463
0003ML0000000900100110I01_DRCL.JPG,127.065994,13.832384,13.967985,127.065994,201.3992,-0.315111071,2.7899313,0.830490112,0.479354858,0.075485229,0.479354858,0.380704607,0.381126649
0042MR0001941190102334E01_DRCL.JPG,107.104034,13.682083,13.728913,107.104034,185.91931,-0.388251513,5.8170633,0.437530518,0.110931396,0.010055542,0.110931396,0.322603768,0.322902373
0050ML0002300190102167E01_DRCL.JPG,132.31888,13.647827,13.491334,132.31888,193.26808,-0.454137355,3.3275228,0.863632202,0.536773682,0.090988159,0.536773682,0.38359376,0.384404057
0078ML0005860440102806E01_DRCL.JPG,139.15218,13.605125,14.056709,139.15218,205.7467,-0.403607696,2.4680848,0.551071167,0.160644531,0.014480591,0.160644531,0.333577897,0.333615657
0017ML0000550140100277I01_DRCL.JPG,119.318855,13.566072,13.095531,119.318855,281.79816,0.804683745,4.4287004,0.87008667,0.547286987,0.093688965,0.547286987,0.378800978,0.379069539
0050MR0002290830102848E01_DRCL.JPG,138.3583,14.201973,14.38078,138.3583,206.41078,-0.347360849,1.9887061,0.628326416,0.221633911,0.022644043,0.221633911,0.327298932,0.327615176
0072MR0005610160103641E01_DRCL.JPG,138.62418,13.71266,13.927419,138.62418,209.94574,-0.393816471,2.3907743,0.862884521,0.53352356,0.089797974,0.53352356,0.380445502,0.380710782
0076MR0005710070103772E01_DRCL.JPG,135.99933,14.652515,14.694933,135.99933,258.4063,-0.010281941,2.563417,0.591842651,0.19203186,0.018432617,0.19203186,0.328809384,0.329305308
0003ML0000001050100125E01_DRCL.JPG,122.09413,13.748957,14.010387,122.09413,173.58264,-0.59055084,5.096985,0.848907471,0.508605957,0.082702637,0.508605957,0.385406174,0.385714512
0154ML0008510140104505I01_DRCL.JPG,123.483734,14.368006,14.531448,123.483734,382.9765,0.191990167,1.6205707,0.537445068,0.165817261,0.015930176,0.165817261,0.329181442,0.329378016
0054MR0002480160103049E01_DRCL.JPG,136.00166,13.797539,13.966191,136.00166,213.09152,-0.636480808,4.4079475,0.798416138,0.43347168,0.063949585,0.43347168,0.377325666,0.378097491
0017MR0000500090100081I01_DRCL.JPG,130.66179,14.643865,14.116542,130.66179,252.83711,0.028623048,2.8858142,0.406112671,0.114685059,0.012634277,0.114685059,0.315452442,0.315640704
0017ML0000510020100249I01_DRCL.JPG,125.70151,14.460296,13.508133,125.70151,259.96027,0.45386973,4.0376706,0.774856567,0.413299561,0.060256958,0.413299561,0.374133783,0.374873415
0173MR0008970000201801E01_DRCL.JPG,137.57613,14.496251,14.2277775,137.57613,332.99927,0.292509943,1.6625891,0.402496338,0.118774414,0.013198853,0.118774414,0.314490246,0.314536982
0182MH0001500050102655I01_DRCL.JPG,114.76146,14.369949,14.797153,114.76146,545.49677,0.623729944,1.4879856,0.819885254,0.46496582,0.072509766,0.46496582,0.373062992,0.373862002
0153ML0008480010104459E01_DRCL.JPG,128.69424,13.919878,14.504862,128.69424,296.40686,0.202171177,2.5797987,0.482849121,0.156692505,0.016891479,0.156692505,0.31240774,0.312515037
0019ML0000530160100279I01_DRCL.JPG,118.04382,14.080271,14.229683,118.04382,273.79034,-0.159901708,2.4272332,0.787261963,0.418106079,0.062240601,0.418106079,0.373786106,0.374531198
0157MR0008550060201328E01_DRCL.JPG,133.59045,14.095347,13.927464,133.59045,278.61966,-0.041477602,2.3583512,0.420471191,0.135467529,0.014465332,0.135467529,0.313461056,0.314046533
0039MR0001740040101232E01_DRCL.JPG,116.09287,13.822443,13.623052,116.09287,186.24509,-0.661121786,5.2271614,0.802566528,0.447280884,0.067962646,0.447280884,0.373433142,0.373828352
0153MR0008500010201269E01_DRCL.JPG,127.60664,14.083698,14.172938,127.60664,279.41074,0.098959751,2.6429954,0.460647583,0.148742676,0.015609741,0.148742676,0.317636863,0.31789345
0270MH0002540050102791I01_DRCL.JPG,117.78431,14.331715,13.805246,117.78431,386.70895,0.587075114,2.2880325,0.810836792,0.444152832,0.064224243,0.444152832,0.378824113,0.379561594
0155MR0008520040201309C00_DRCL.JPG,127.04039,14.150921,13.859354,127.04039,267.78937,-0.039831471,2.4419408,0.388900757,0.106933594,0.010681152,0.106933594,0.321794257,0.321885121
0013ML0000120070100176E01_DRCL.JPG,132.49931,13.722488,13.785961,132.49931,209.1422,-0.335527778,3.2366939,0.778564453,0.392059326,0.052383423,0.392059326,0.379209465,0.379332392
0019MR0000530090100147I01_DRCL.JPG,131.76193,14.632106,13.998735,131.76193,252.564,0.05100669,3.0548377,0.272796631,0.048583984,0.004501343,0.048583984,0.316664023,0.316690211
0042MR0001941200102335E01_DRCL.JPG,102.47739,13.866465,14.010491,102.47739,190.68423,-0.499550968,6.7943335,0.714401245,0.308807373,0.036758423,0.308807373,0.377634345,0.37816987
0053MR0002460010103000E01_DRCL.JPG,129.00552,13.878455,13.864592,129.00552,218.8472,-0.457300454,3.500626,0.196350098,0.02835083,0.003067017,0.02835083,0.308327715,0.308343042
0182MH0001500010102641I01_DRCL.JPG,120.571014,14.603262,14.398165,120.571014,418.83545,0.751467764,2.6133795,0.68107605,0.27255249,0.02947998,0.27255249,0.373717364,0.374082316
0153MR0008470070201249E01_DRCL.JPG,133.19963,14.94496,15.419341,133.19963,305.382,0.23770842,2.2382226,0.182998657,0.02331543,0.002746582,0.02331543,0.303991365,0.304483442
0013ML0000140070100200E01_DRCL.JPG,104.00638,13.902241,14.947498,104.00638,310.91858,0.515002072,3.1775599,0.64956665,0.243927002,0.025177002,0.243927002,0.369070659,0.369761115
0019ML0000540560100337I01_DRCL.JPG,89.98688,13.241678,14.268137,89.98688,482.64117,0.44990778,1.3350143,0.168624878,0.019699097,0.002182007,0.019699097,0.303800648,0.304042158
0078MR0005860010103919E01_DRCL.JPG,136.66881,13.395468,13.51795,136.66881,220.7223,-0.216008857,2.8157892,0.65284729,0.247756958,0.026565552,0.247756958,0.372540155,0.372959159
0003ML0000000500100070E01_DRCL.JPG,117.93216,13.572568,13.64274,117.93216,190.75848,-0.535853505,6.010105,0.174728394,0.024261475,0.002716064,0.024261475,0.306503071,0.306630974
0869MH0002970020302268I01_DRCL.JPG,135.73933,13.478666,13.535194,135.73933,282.41232,0.316941321,1.6651273,0.704879761,0.312484741,0.037994385,0.312484741,0.378699187,0.379453025
0050MR0002290130102778E01_DRCL.JPG,141.47565,14.221647,14.508974,141.47565,219.88693,-0.571679235,2.9302912,0.224227905,0.034439087,0.003082275,0.034439087,0.316239425,0.316397647
0019MR0000540440100214C00_DRCL.JPG,116.129196,13.637124,11.688007,116.129196,344.6531,0.615889192,3.1378946,0.777679443,0.399658203,0.053833008,0.399658203,0.384985128,0.385311979
0019ML0000540700100351I01_DRCL.JPG,109.53207,13.878542,14.283785,109.53207,412.63745,-0.141030714,0.953408,0.2862854,0.052825928,0.004882813,0.052825928,0.32628371,0.327115474
0066ML0002960340102477E01_DRCL.JPG,112.5872,14.871583,14.822431,112.5872,275.99512,0.232402399,3.77456,0.737548828,0.339813232,0.042541504,0.339813232,0.376571485,0.37671529
0523MH0003060020201048I01_DRCL.JPG,137.63602,14.233946,14.476484,137.63602,269.5647,0.105092414,1.8445792,0.213973999,0.033615112,0.003341675,0.033615112,0.312037587,0.312764889
0017ML0000500130100226I01_DRCL.JPG,126.01451,14.345956,14.098642,126.01451,255.90002,0.227113679,4.4244637,0.793991089,0.42225647,0.0599823,0.42225647,0.371342455,0.371985841
0078MR0005760270103862E01_DRCL.JPG,132.74573,13.602132,13.666655,132.74573,256.51517,0.277160078,2.8289475,0.331832886,0.071105957,0.006469727,0.071105957,0.315070395,0.315246425
0066ML0002960230102466E01_DRCL.JPG,123.35509,13.861446,13.296826,123.35509,235.6612,-0.231897876,2.8245277,0.831665039,0.476242065,0.076461792,0.476242065,0.367985326,0.368011936
0050MR0002290040102769E01_DRCL.JPG,139.34985,13.560127,13.845186,139.34985,190.75485,-0.389225245,2.76365,0.485595703,0.142822266,0.013397217,0.142822266,0.317768924,0.317992597
0128MR0006580000200814E01_DRCL.JPG,136.87021,13.618087,13.564354,136.87021,315.836,0.477099627,2.2328887,0.848800659,0.507400513,0.08140564,0.507400513,0.370832838,0.371456961
0066MR0002930380103315E01_DRCL.JPG,137.41096,14.157604,14.237488,137.41096,228.63766,-0.349957585,2.5755172,0.561904907,0.184143066,0.017669678,0.184143066,0.318037491,0.318183621
0070MR0004940290103509E01_DRCL.JPG,141.05292,13.88191,13.875356,141.05292,198.93237,-0.713982701,3.78689,0.854705811,0.520767212,0.086700439,0.520767212,0.375581995,0.375666418
